compound,rt,inchi
2-AMINOPYRIDINE,2.0,"InChI=1S/C5H6N2/c6-5-3-1-2-4-7-5/h1-4H,(H2,6,7)"
ORTHO-TOLUIDINE,2.0,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3"
2-Bromoaniline,1.7,"InChI=1S/C6H6BrN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2"
O-CHLOROANILINE,2.1,"InChI=1S/C6H6ClN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2"
4-Fluoroaniline,2.0,"InChI=1S/C6H6FN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2"
AZOBENZENE,2.1,InChI=1S/C12H10N2/c1-3-7-11(8-4-1)13-14-12-9-5-2-6-10-12/h1-10H
4_7-Phenanthroline,2.0,InChI=1S/C12H8N2/c1-3-9-10-4-2-8-14-12(10)6-5-11(9)13-7-1/h1-8H
o-Phenanthroline,1.4,InChI=1S/C12H8N2/c1-3-9-5-6-10-4-2-8-14-12(10)11(9)13-7-1/h1-8H
Terbutylazine,1.6,"InChI=1S/C9H16ClN5/c1-5-11-7-12-6(10)13-8(14-7)15-9(2,3)4/h5H2,1-4H3,(H2,11,12,13,14,15)"
2-Aminoanthracene,2.0,"InChI=1S/C14H11N/c15-14-6-5-12-7-10-3-1-2-4-11(10)8-13(12)9-14/h1-9H,15H2"
Diphenylamine,2.0,"InChI=1S/C12H11N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10,13H"
2_6-DIMETHYLPYRIDINE,2.0,"InChI=1S/C7H9N/c1-6-4-3-5-7(2)8-6/h3-5H,1-2H3"
1H-1_2_3-Triazole,2.0,"InChI=1S/C2H3N3/c1-2-4-5-3-1/h1-2H,(H,3,4,5)"
(1_1'-BIPHENYL)-4_4'-DIAMINE,2.1,"InChI=1S/C12H12N2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,13-14H2"
PARA-PHENYLENEDIAMINE,2.1,"InChI=1S/C6H8N2/c7-5-1-2-6(8)4-3-5/h1-4H,7-8H2"
Adenine,2.0,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)"
2-Aminobenzimidazole,2.0,"InChI=1S/C7H7N3/c8-7-9-5-3-1-2-4-6(5)10-7/h1-4H,(H3,8,9,10)"
N-METHYLANILINE,2.0,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3"
Isophorone_diamine,2.1,"InChI=1S/C10H22N2/c1-9(2)4-8(12)5-10(3,6-9)7-11/h8H,4-7,11-12H2,1-3H3"
Phenylindol,1.4,InChI=1S/C14H11N/c1-2-7-13(8-3-1)15-11-10-12-6-4-5-9-14(12)15/h1-11H
QUINOXALINE,2.0,InChI=1S/C8H6N2/c1-2-4-8-7(3-1)9-5-6-10-8/h1-6H
Iminostilbene,1.3,"InChI=1S/C14H11N/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)15-13/h1-10,15H"
3-bromo-N-methylaniline,2.0,"InChI=1S/C7H8BrN/c1-9-7-4-2-3-6(8)5-7/h2-5,9H,1H3"
3-bromo-N_N-dimethylaniline,2.0,"InChI=1S/C8H10BrN/c1-10(2)8-5-3-4-7(9)6-8/h3-6H,1-2H3"
3-(Trifluoromethyl)benzylamine,2.2,"InChI=1S/C8H8F3N/c9-8(10,11)7-3-1-2-6(4-7)5-12/h1-4H,5,12H2"
