compound,rt,inchi
Apigenin-6-C-glucoside_-7-O-glucoside,9.318332999999999,"InChI=1/C27H30O15/c28-7-15-19(32)22(35)24(37)26(40-15)18-14(41-27-25(38)23(36)20(33)16(8-29)42-27)6-13-17(21(18)34)11(31)5-12(39-13)9-1-3-10(30)4-2-9/h1-6,15-16,19-20,22-30,32-38H,7-8H2/t15-,16-,19-,20-,22+,23+,24-,25-,26+,27-/m1/s1"
Scoparin,10.872449999999999,"InChI=1S/C22H22O11/c1-31-14-4-8(2-3-9(14)24)13-6-12(27)16-10(25)5-11(26)17(21(16)32-13)22-20(30)19(29)18(28)15(7-23)33-22/h2-6,15,18-20,22-26,28-30H,7H2,1H3/t15-,18-,19+,20-,22+/m1/s1"
Scutellarein_tetraacetate,21.493333000000003,"InChI=1S/C23H18O10/c1-11(24)29-16-7-5-15(6-8-16)18-9-17(28)21-19(33-18)10-20(30-12(2)25)22(31-13(3)26)23(21)32-14(4)27/h5-10H,1-4H3"
Ponkanetin,21.951666999999997,"InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)14-10-13(21)15-16(23-2)18(24-3)20(26-5)19(25-4)17(15)27-14/h6-10H,1-5H3"
Quercetin,14.522017,"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H"
Naringenin-7-O-glucoside,12.205783,"InChI=1/C21H22O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-6,14,16,18-24,26-28H,7-8H2/t14-,16+,18+,19-,20+,21+/m0/s1"
Neoponcirin,14.855783,"InChI=1S/C28H34O14/c1-11-21(31)23(33)25(35)27(39-11)38-10-19-22(32)24(34)26(36)28(42-19)40-14-7-15(29)20-16(30)9-17(41-18(20)8-14)12-3-5-13(37-2)6-4-12/h3-8,11,17,19,21-29,31-36H,9-10H2,1-2H3/t11-,17-,19+,21-,22+,23+,24-,25+,26+,27+,28+/m0/s1"
Phloretin,16.100350000000002,"InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2"
Oleonolic_acid,31.622450000000004,"InChI=1S/C30H48O3/c1-25(2)14-16-30(24(32)33)17-15-28(6)19(20(30)18-25)8-9-22-27(5)12-11-23(31)26(3,4)21(27)10-13-29(22,28)7/h8,20-23,31H,9-18H2,1-7H3,(H,32,33)/t20-,21-,22+,23-,27-,28+,29+,30-/m0/s1"
Acacetin_diacetate,22.06,"InChI=1S/C20H16O7/c1-11(21)25-15-8-18(26-12(2)22)20-16(23)10-17(27-19(20)9-15)13-4-6-14(24-3)7-5-13/h4-10H,1-3H3"
Baicalein_dimethyl_ether,23.843333000000005,"InChI=1S/C17H14O5/c1-20-16-12(19)9-14-15(17(16)21-2)11(18)8-13(22-14)10-6-4-3-5-7-10/h3-9,19H,1-2H3"
Myricitrin,10.57245,"InChI=1/C21H20O12/c1-6-14(26)17(29)18(30)21(31-6)33-20-16(28)13-9(23)4-8(22)5-12(13)32-19(20)7-2-10(24)15(27)11(25)3-7/h2-6,14,17-18,21-27,29-30H,1H3/t6-,14-,17+,18+,21-/m0/s1"
3_3'_4'_5_7-PENTAACETOXYFLAVONE,21.893333000000002,"InChI=1S/C25H20O12/c1-11(26)32-17-9-20(35-14(4)29)22-21(10-17)37-24(25(23(22)31)36-15(5)30)16-6-7-18(33-12(2)27)19(8-16)34-13(3)28/h6-10H,1-5H3"
Rhoifolin,11.833683,"InChI=1S/C27H30O14/c1-10-20(32)22(34)24(36)26(37-10)41-25-23(35)21(33)18(9-28)40-27(25)38-13-6-14(30)19-15(31)8-16(39-17(19)7-13)11-2-4-12(29)5-3-11/h2-8,10,18,20-30,32-36H,9H2,1H3/t10-,18+,20-,21+,22+,23-,24+,25+,26-,27+/m0/s1"
kaempferol-3-O-robinoside-7-O-rhamnoside,9.868333,"InChI=1/C33H40O19/c1-10-19(36)23(40)26(43)31(47-10)46-9-17-21(38)25(42)28(45)33(51-17)52-30-22(39)18-15(35)7-14(49-32-27(44)24(41)20(37)11(2)48-32)8-16(18)50-29(30)12-3-5-13(34)6-4-12/h3-8,10-11,17,19-21,23-28,31-38,40-45H,9H2,1-2H3/t10-,11-,17+,19-,20-,21-,23+,24+,25-,26+,27+,28+,31+,32-,33-/m0/s1"
Reynoutrin,11.280783000000001,"InChI=1S/C20H18O11/c21-8-4-11(24)14-13(5-8)30-18(7-1-2-9(22)10(23)3-7)19(16(14)27)31-20-17(28)15(26)12(25)6-29-20/h1-5,12,15,17,20-26,28H,6H2/t12-,15+,17+,20-/m0/s1"
Fukugetin,15.593333000000001,"InChI=1S/C30H20O11/c31-14-4-1-12(2-5-14)29-27(28(39)25-18(35)8-15(32)9-23(25)41-29)26-20(37)10-19(36)24-21(38)11-22(40-30(24)26)13-3-6-16(33)17(34)7-13/h1-11,27,29,31-37H/t27-,29+/m1/s1"
Cirsimarin,14.385600000000002,"InChI=1S/C23H24O11/c1-30-15-8-14-17(19(27)22(15)31-2)12(25)7-13(33-14)10-3-5-11(6-4-10)32-23-21(29)20(28)18(26)16(9-24)34-23/h3-8,16,18,20-21,23-24,26-29H,9H2,1-2H3/t16-,18-,20+,21-,23-/m1/s1"
Capreoside,11.543332999999999,"InChI=1S/C27H30O15/c1-37-15-3-2-10(4-12(15)29)16-7-14(31)20-13(30)5-11(6-17(20)40-16)39-27-25(36)23(34)22(33)19(42-27)9-38-26-24(35)21(32)18(8-28)41-26/h2-7,18-19,21-30,32-36H,8-9H2,1H3/t18-,19+,21-,22+,23-,24+,25+,26+,27+/m0/s1"
Deoxycholate,17.255783,"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1"
Apigenin,16.401667,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H"
Mangiferin,7.055783,"InChI=1S/C19H18O11/c20-4-11-15(25)17(27)18(28)19(30-11)12-8(23)3-10-13(16(12)26)14(24)5-1-6(21)7(22)2-9(5)29-10/h1-3,11,15,17-23,25-28H,4H2/t11-,15-,17+,18-,19+/m1/s1"
CHOLIC_ACID,16.02,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1"
Morin,10.155783000000001,"InChI=1S/C15H10O7/c16-6-1-2-8(9(18)3-6)15-14(21)13(20)12-10(19)4-7(17)5-11(12)22-15/h1-5,16-19,21H"
Pectolinarin,14.26,"InChI=1S/C29H34O15/c1-11-20(31)23(34)25(36)28(41-11)40-10-18-21(32)24(35)26(37)29(44-18)43-17-9-16-19(22(33)27(17)39-3)14(30)8-15(42-16)12-4-6-13(38-2)7-5-12/h4-9,11,18,20-21,23-26,28-29,31-37H,10H2,1-3H3/t11-,18+,20-,21+,23+,24-,25+,26+,28+,29+/m0/s1"
Acacetin-7-O-rutinoside,14.101666999999999,"InChI=1/C28H32O14/c1-11-21(31)23(33)25(35)27(39-11)38-10-19-22(32)24(34)26(36)28(42-19)40-14-7-15(29)20-16(30)9-17(41-18(20)8-14)12-3-5-13(37-2)6-4-12/h3-9,11,19,21-29,31-36H,10H2,1-2H3/t11-,19+,21-,22+,23+,24-,25+,26+,27+,28+/m0/s1"
Anthricin,21.16,"InChI=1S/C22H22O7/c1-24-17-6-12(7-18(25-2)21(17)26-3)19-14-8-16-15(28-10-29-16)5-11(14)4-13-9-27-22(23)20(13)19/h5-8,13,19-20H,4,9-10H2,1-3H3/t13-,19+,20-/m0/s1"
Baicalein-7-O-glucuronide,11.147017,"InChI=1/C21H18O11/c22-9-6-10(8-4-2-1-3-5-8)30-11-7-12(14(23)15(24)13(9)11)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21,23-27H,(H,28,29)/t16-,17-,18+,19-,21+/m0/s1/f/h28H"
Fustin,10.580783,"InChI=1S/C15H12O6/c16-8-2-3-9-12(6-8)21-15(14(20)13(9)19)7-1-4-10(17)11(18)5-7/h1-6,14-18,20H/t14-,15+/m0/s1"
Isoengelitin,12.47245,"InChI=1S/C21H22O10/c1-8-15(25)17(27)18(28)21(29-8)31-20-16(26)14-12(24)6-11(23)7-13(14)30-19(20)9-2-4-10(22)5-3-9/h2-8,15,17-25,27-28H,1H3/t8-,15-,17+,18+,19+,20+,21-/m0/s1"
